problem_id,statement,language,code,human_generated
p00059,"長方形の重なり
底辺が
x
軸に対して平行な 2 つの長方形があります。長方形 A の左下の座標 (
xa1
,
ya1
) と右上の座標 (
xa2
,
ya2
)、長方形 B の左下の座標 (
xb1
,
yb1
) と右上の座標 (
xb2
,
yb2
) を読み込んで、長方形 A と長方形 B が一部でも重なっていれば YES を、まったく重なっていなければ NO を出力するプログラムを作成してください。ただし、長方形 A と長方形 B は同じものではないとします。また、接しているものも重なっているとみなします。
Input
複数のデータセットが与えられます。各データセットの形式は以下のとおりです。
xa1
ya1
xa2
ya2
xb1
yb1
xb2
yb2
入力される値はそれぞれ -2,000 以上 2,000 以下であり、各値は小数点以下最大 5 桁までの数字を含む実数で与えられます。
データセットの数は 50 を超えません。
Output
各データセットに対して、
YES
または
NO
を１行に出力して下さい。
Sample Input
0.0 0.0 5.0 5.0 1.0 1.0 4.0 4.0
0.0 0.0 4.0 5.0 1.0 1.0 5.0 5.0
0.0 0.0 4.0 4.0 -3.0 -5.0 2.0 -1.0
Output for the Sample Input
YES
YES
NO",Python,"import sys


for line in sys.stdin.readline():
    xa1, ya1, xa2, ya2, xb1, yb1, xb2, yb2 = map(float, line.rstrip('\n').split(' '))
    if ((xb1<=xa1 and xa1<=xb2) or (xa1<=xb1 and xb1<=xa2)) and ((yb1<=ya2 and ya2<=yb2) or (ya1<=yb2 and yb2<=ya2)):
        print 'YES'
    else:
        print 'NO'",1
p00060,"カードゲー ム
「1」から「10」までの数字が書かれたカードが各 1 枚、全部で 10 枚あります。このカードは、表側には数字が書かれ、裏側には何も書かれていません。このカードを使って、あなたと相手の 2 名で以下のルールでゲー ムを行います。
あなたと相手には、表を上にして 1 枚、裏を上にして 1 枚、計 2 枚のカードが配られています。あなたは相手の表のカードの数字を見ることができますが、裏のカードの数字は見えません。
配られたカードの数字の合計が 20 以下で、かつ相手の数字の合計より大きいときに勝ちとなります。
      例えば、あなたのカードが「7」「8」 (合計 15) 、相手のカードが「9」「10」 (合計 19) のときは、相手の勝ちです。
あなたと相手は最大であと 1 枚カードを引くことができます。それを引かなくても構いません。
ここで、あと 1 枚のカードを引くかどうかを決定する目安として、カードを引いたときに合計が 20 以下に なる確率を考え、その確率が 50% 以上のときはカードを引くこととしましょう。この確率を計算するときには、あなたの 2 枚のカードと相手の表のカードの計3枚のカードの情報を利用することができます。つまり、各カードは 1 枚ずつしかないので、それらのカードを引くことはないことになります。
あなたの 2 枚のカードと相手の表のカードを読み込んで、それぞれについて、あと 1 枚引いたときに合計が 20 以下になる確率が 50% 以上のときは YES、そうでないなら NO を出力するプログラムを作成してください。
Input
入力は複数のデータセットからなります。 1 枚目のあなたのカードの数字を C1 、2 枚目のあなたのカードの数字を C2 、相手の表になっているカードの数字を C3 とすると、各データセットは以下の形式で与えられます。
C1 C2 C3
Output
各データセットに対して、
YES
または
NO
を１行に出力して下さい。
Sample Input
1 2 3
5 6 9
8 9 10
Output for the Sample Input
YES
YES
NO",C,"#include <stdio.h>

int main() {
    int c1, c2, c3;
    
    while (scanf(""%d %d %d"", &c1, &c2, &c3) == 3) {
        int current_sum = c1 + c2;
        int max_allowed = 20 - current_sum;
        
        int count_valid = 0;
        int count_total = 0;
        
        for (int i = 1; i <= 10; i++) {
            if (i != c1 && i != c2 && i != c3) {
                count_total++;
                if (i <= max_allowed) {
                    count_valid++;
                }
            }
        }
        
        if (count_valid * 2 >= count_total) {
            printf(""YES\n"");
        } else {
            printf(""NO\n"");
        }
    }
    
    return 0;
}
",0
p00060,"カードゲー ム
「1」から「10」までの数字が書かれたカードが各 1 枚、全部で 10 枚あります。このカードは、表側には数字が書かれ、裏側には何も書かれていません。このカードを使って、あなたと相手の 2 名で以下のルールでゲー ムを行います。
あなたと相手には、表を上にして 1 枚、裏を上にして 1 枚、計 2 枚のカードが配られています。あなたは相手の表のカードの数字を見ることができますが、裏のカードの数字は見えません。
配られたカードの数字の合計が 20 以下で、かつ相手の数字の合計より大きいときに勝ちとなります。
      例えば、あなたのカードが「7」「8」 (合計 15) 、相手のカードが「9」「10」 (合計 19) のときは、相手の勝ちです。
あなたと相手は最大であと 1 枚カードを引くことができます。それを引かなくても構いません。
ここで、あと 1 枚のカードを引くかどうかを決定する目安として、カードを引いたときに合計が 20 以下に なる確率を考え、その確率が 50% 以上のときはカードを引くこととしましょう。この確率を計算するときには、あなたの 2 枚のカードと相手の表のカードの計3枚のカードの情報を利用することができます。つまり、各カードは 1 枚ずつしかないので、それらのカードを引くことはないことになります。
あなたの 2 枚のカードと相手の表のカードを読み込んで、それぞれについて、あと 1 枚引いたときに合計が 20 以下になる確率が 50% 以上のときは YES、そうでないなら NO を出力するプログラムを作成してください。
Input
入力は複数のデータセットからなります。 1 枚目のあなたのカードの数字を C1 、2 枚目のあなたのカードの数字を C2 、相手の表になっているカードの数字を C3 とすると、各データセットは以下の形式で与えられます。
C1 C2 C3
Output
各データセットに対して、
YES
または
NO
を１行に出力して下さい。
Sample Input
1 2 3
5 6 9
8 9 10
Output for the Sample Input
YES
YES
NO",C,"#include <stdio.h>

int main()
{
        int c1, c2, c3, i, cnt = 0;
        int card[11];

        for ( int i = 1 ; i < 11 ; i++ ) {
                card[i] = 1;
        }

        while ( scanf( ""%d %d %d"", &c1, &c2, &c3 ) == 3 ) {
                cnt = 0;
                for ( i = 1 ; i < 11 ; i++ ) {
                        if ( c1 != i && c2 != i && c3 != i ) {
                                if ( c1 + c2 + i <= 20 ) {
                                        cnt++;
                                }
                        }
                }
                if ( cnt >= 4 ) {
                        printf( ""YES\n"" );
                } else {
                        printf( ""NO\n"" );
                }
        }
        return 0;
}

",1
p00060,"カードゲー ム
「1」から「10」までの数字が書かれたカードが各 1 枚、全部で 10 枚あります。このカードは、表側には数字が書かれ、裏側には何も書かれていません。このカードを使って、あなたと相手の 2 名で以下のルールでゲー ムを行います。
あなたと相手には、表を上にして 1 枚、裏を上にして 1 枚、計 2 枚のカードが配られています。あなたは相手の表のカードの数字を見ることができますが、裏のカードの数字は見えません。
配られたカードの数字の合計が 20 以下で、かつ相手の数字の合計より大きいときに勝ちとなります。
      例えば、あなたのカードが「7」「8」 (合計 15) 、相手のカードが「9」「10」 (合計 19) のときは、相手の勝ちです。
あなたと相手は最大であと 1 枚カードを引くことができます。それを引かなくても構いません。
ここで、あと 1 枚のカードを引くかどうかを決定する目安として、カードを引いたときに合計が 20 以下に なる確率を考え、その確率が 50% 以上のときはカードを引くこととしましょう。この確率を計算するときには、あなたの 2 枚のカードと相手の表のカードの計3枚のカードの情報を利用することができます。つまり、各カードは 1 枚ずつしかないので、それらのカードを引くことはないことになります。
あなたの 2 枚のカードと相手の表のカードを読み込んで、それぞれについて、あと 1 枚引いたときに合計が 20 以下になる確率が 50% 以上のときは YES、そうでないなら NO を出力するプログラムを作成してください。
Input
入力は複数のデータセットからなります。 1 枚目のあなたのカードの数字を C1 、2 枚目のあなたのカードの数字を C2 、相手の表になっているカードの数字を C3 とすると、各データセットは以下の形式で与えられます。
C1 C2 C3
Output
各データセットに対して、
YES
または
NO
を１行に出力して下さい。
Sample Input
1 2 3
5 6 9
8 9 10
Output for the Sample Input
YES
YES
NO",Java,"import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        
        while (sc.hasNext()) {
            int c1 = sc.nextInt();
            int c2 = sc.nextInt();
            int c3 = sc.nextInt();
            
            int currentSum = c1 + c2;
            
            // Count how many cards from remaining 7 cards would make sum <= 20
            int count = 0;
            for (int i = 1; i <= 10; i++) {
                if (i != c1 && i != c2 && i != c3) {
                    if (currentSum + i <= 20) {
                        count++;
                    }
                }
            }
            
            // Total remaining cards is 7 (10 - 3 known cards)
            // Probability is count/7
            // 50% or more means count/7 >= 0.5, which is count >= 3.5, so count >= 4
            if (count * 2 >= 7) {
                System.out.println(""YES"");
            } else {
                System.out.println(""NO"");
            }
        }
        
        sc.close();
    }
}
",0
p00060,"カードゲー ム
「1」から「10」までの数字が書かれたカードが各 1 枚、全部で 10 枚あります。このカードは、表側には数字が書かれ、裏側には何も書かれていません。このカードを使って、あなたと相手の 2 名で以下のルールでゲー ムを行います。
あなたと相手には、表を上にして 1 枚、裏を上にして 1 枚、計 2 枚のカードが配られています。あなたは相手の表のカードの数字を見ることができますが、裏のカードの数字は見えません。
配られたカードの数字の合計が 20 以下で、かつ相手の数字の合計より大きいときに勝ちとなります。
      例えば、あなたのカードが「7」「8」 (合計 15) 、相手のカードが「9」「10」 (合計 19) のときは、相手の勝ちです。
あなたと相手は最大であと 1 枚カードを引くことができます。それを引かなくても構いません。
ここで、あと 1 枚のカードを引くかどうかを決定する目安として、カードを引いたときに合計が 20 以下に なる確率を考え、その確率が 50% 以上のときはカードを引くこととしましょう。この確率を計算するときには、あなたの 2 枚のカードと相手の表のカードの計3枚のカードの情報を利用することができます。つまり、各カードは 1 枚ずつしかないので、それらのカードを引くことはないことになります。
あなたの 2 枚のカードと相手の表のカードを読み込んで、それぞれについて、あと 1 枚引いたときに合計が 20 以下になる確率が 50% 以上のときは YES、そうでないなら NO を出力するプログラムを作成してください。
Input
入力は複数のデータセットからなります。 1 枚目のあなたのカードの数字を C1 、2 枚目のあなたのカードの数字を C2 、相手の表になっているカードの数字を C3 とすると、各データセットは以下の形式で与えられます。
C1 C2 C3
Output
各データセットに対して、
YES
または
NO
を１行に出力して下さい。
Sample Input
1 2 3
5 6 9
8 9 10
Output for the Sample Input
YES
YES
NO",Java,"import java.util.*;

public class Main {
	
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		
		while(sc.hasNext()){
			int a = sc.nextInt();
			int b = sc.nextInt();
			int c = sc.nextInt();
			int count = 0;
			for(int i=1;i<=10;i++){
				if(i!=a && i!=b && i!=c && a+b+i>20) count++;
			}
			if(count<=3) System.out.println(""YES"");
			else System.out.println(""NO"");	
		}
	}	
}",1
p00060,"カードゲー ム
「1」から「10」までの数字が書かれたカードが各 1 枚、全部で 10 枚あります。このカードは、表側には数字が書かれ、裏側には何も書かれていません。このカードを使って、あなたと相手の 2 名で以下のルールでゲー ムを行います。
あなたと相手には、表を上にして 1 枚、裏を上にして 1 枚、計 2 枚のカードが配られています。あなたは相手の表のカードの数字を見ることができますが、裏のカードの数字は見えません。
配られたカードの数字の合計が 20 以下で、かつ相手の数字の合計より大きいときに勝ちとなります。
      例えば、あなたのカードが「7」「8」 (合計 15) 、相手のカードが「9」「10」 (合計 19) のときは、相手の勝ちです。
あなたと相手は最大であと 1 枚カードを引くことができます。それを引かなくても構いません。
ここで、あと 1 枚のカードを引くかどうかを決定する目安として、カードを引いたときに合計が 20 以下に なる確率を考え、その確率が 50% 以上のときはカードを引くこととしましょう。この確率を計算するときには、あなたの 2 枚のカードと相手の表のカードの計3枚のカードの情報を利用することができます。つまり、各カードは 1 枚ずつしかないので、それらのカードを引くことはないことになります。
あなたの 2 枚のカードと相手の表のカードを読み込んで、それぞれについて、あと 1 枚引いたときに合計が 20 以下になる確率が 50% 以上のときは YES、そうでないなら NO を出力するプログラムを作成してください。
Input
入力は複数のデータセットからなります。 1 枚目のあなたのカードの数字を C1 、2 枚目のあなたのカードの数字を C2 、相手の表になっているカードの数字を C3 とすると、各データセットは以下の形式で与えられます。
C1 C2 C3
Output
各データセットに対して、
YES
または
NO
を１行に出力して下さい。
Sample Input
1 2 3
5 6 9
8 9 10
Output for the Sample Input
YES
YES
NO",Python,"import sys

for line in sys.stdin:
    c1, c2, c3 = map(int, line.strip().split())
    
    current_sum = c1 + c2
    used_cards = {c1, c2, c3}
    
    available_cards = []
    for i in range(1, 11):
        if i not in used_cards:
            available_cards.append(i)
    
    valid_count = 0
    for card in available_cards:
        if current_sum + card <= 20:
            valid_count += 1
    
    total_count = len(available_cards)
    
    if valid_count / total_count >= 0.5:
        print(""YES"")
    else:
        print(""NO"")
",0
p00060,"カードゲー ム
「1」から「10」までの数字が書かれたカードが各 1 枚、全部で 10 枚あります。このカードは、表側には数字が書かれ、裏側には何も書かれていません。このカードを使って、あなたと相手の 2 名で以下のルールでゲー ムを行います。
あなたと相手には、表を上にして 1 枚、裏を上にして 1 枚、計 2 枚のカードが配られています。あなたは相手の表のカードの数字を見ることができますが、裏のカードの数字は見えません。
配られたカードの数字の合計が 20 以下で、かつ相手の数字の合計より大きいときに勝ちとなります。
      例えば、あなたのカードが「7」「8」 (合計 15) 、相手のカードが「9」「10」 (合計 19) のときは、相手の勝ちです。
あなたと相手は最大であと 1 枚カードを引くことができます。それを引かなくても構いません。
ここで、あと 1 枚のカードを引くかどうかを決定する目安として、カードを引いたときに合計が 20 以下に なる確率を考え、その確率が 50% 以上のときはカードを引くこととしましょう。この確率を計算するときには、あなたの 2 枚のカードと相手の表のカードの計3枚のカードの情報を利用することができます。つまり、各カードは 1 枚ずつしかないので、それらのカードを引くことはないことになります。
あなたの 2 枚のカードと相手の表のカードを読み込んで、それぞれについて、あと 1 枚引いたときに合計が 20 以下になる確率が 50% 以上のときは YES、そうでないなら NO を出力するプログラムを作成してください。
Input
入力は複数のデータセットからなります。 1 枚目のあなたのカードの数字を C1 、2 枚目のあなたのカードの数字を C2 、相手の表になっているカードの数字を C3 とすると、各データセットは以下の形式で与えられます。
C1 C2 C3
Output
各データセットに対して、
YES
または
NO
を１行に出力して下さい。
Sample Input
1 2 3
5 6 9
8 9 10
Output for the Sample Input
YES
YES
NO",Python,"import sys
for x in sys.stdin:
 e=list(map(int,x.split()))
 print(['YES','NO'][len(set(range(1,21-sum(e[:2])))-set(e))/7<.5])
",1
p00061,"Rank Checker
時は2020 年。パソコン甲子園 2020 の予選結果を保存したデータがあります。このデータには、各チームに振られる整理番号と正解数が保存されています。ここでは、正解数で順位を決定するものとし、正解数の多いほうから順に 1 位、2 位 ... と順位をつけていくこととします。
予選結果のデータと整理番号をキーボードから入力して、その番号のチームの順位を出力するプログラムを作成してください。
Input
入力データは２つの部分からなります。前半の部分は、予選結果のデータ、後半の部分は順位を知りたいチーム番号の問い合わせです。予選結果のデータの形式は以下の通りです。
p
1
,
s
1
p
2
,
s
2
...
...
0
,
0
p
i
(1 ≤
p
i
≤ 100 )、
s
i
(0 ≤
s
i
≤ 30) はそれぞれ
i
チーム目の整理番号と正解数を表す整数です。整理番号と正解数がともに 0 のときこのデータの入力が終わるものとします。
続いて後半の問い合わせが複数与えられます。問い合わせの形式は以下の通りです。
q
1
q
2
:
各問い合わせは１行に整理番号
q
i
(1 ≤
q
i
≤ 30) が与えられます。これを入力の最後まで処理して下さい。問い合わせの数は 100 を超えません。
Output
各問い合わせについて、チームの順位を１行に出力して下さい。
Sample Input
1,20
2,20
3,30
4,10
5,10
6,20
0,0
1
2
4
5
Output for the Sample Input
2
2
3
3
Note
入力例のデータにおいて、チームを正解数順に整列すると：
3,30
1,20
2,20
6,20
4,10
5,10
となります。ここでは、正解数を基に順位を決定するため、30問正解チームを1位、20問正解チームを2位、10問正解チームを3位とします（上位のチーム数を考慮し、10問正解チームを5位とする通常の順位付けとは異なることに注意して下さい）。",C,"#include <stdio.h>
#include <stdlib.h>

typedef struct {
    int id;
    int score;
} Team;

int compare(const void *a, const void *b) {
    Team *ta = (Team *)a;
    Team *tb = (Team *)b;
    return tb->score - ta->score;
}

int main() {
    Team teams[100];
    int count = 0;
    int id, score;
    
    while (1) {
        scanf(""%d,%d"", &id, &score);
        if (id == 0 && score == 0) break;
        teams[count].id = id;
        teams[count].score = score;
        count++;
    }
    
    qsort(teams, count, sizeof(Team), compare);
    
    int query;
    while (scanf(""%d"", &query) != EOF) {
        int target_score = -1;
        for (int i = 0; i < count; i++) {
            if (teams[i].id == query) {
                target_score = teams[i].score;
                break;
            }
        }
        
        int rank = 1;
        int prev_score = -1;
        int current_rank = 0;
        
        for (int i = 0; i < count; i++) {
            if (teams[i].score != prev_score) {
                current_rank++;
                prev_score = teams[i].score;
            }
            if (teams[i].score == target_score) {
                rank = current_rank;
                break;
            }
        }
        
        printf(""%d\n"", rank);
    }
    
    return 0;
}
",0
p00061,"Rank Checker
時は2020 年。パソコン甲子園 2020 の予選結果を保存したデータがあります。このデータには、各チームに振られる整理番号と正解数が保存されています。ここでは、正解数で順位を決定するものとし、正解数の多いほうから順に 1 位、2 位 ... と順位をつけていくこととします。
予選結果のデータと整理番号をキーボードから入力して、その番号のチームの順位を出力するプログラムを作成してください。
Input
入力データは２つの部分からなります。前半の部分は、予選結果のデータ、後半の部分は順位を知りたいチーム番号の問い合わせです。予選結果のデータの形式は以下の通りです。
p
1
,
s
1
p
2
,
s
2
...
...
0
,
0
p
i
(1 ≤
p
i
≤ 100 )、
s
i
(0 ≤
s
i
≤ 30) はそれぞれ
i
チーム目の整理番号と正解数を表す整数です。整理番号と正解数がともに 0 のときこのデータの入力が終わるものとします。
続いて後半の問い合わせが複数与えられます。問い合わせの形式は以下の通りです。
q
1
q
2
:
各問い合わせは１行に整理番号
q
i
(1 ≤
q
i
≤ 30) が与えられます。これを入力の最後まで処理して下さい。問い合わせの数は 100 を超えません。
Output
各問い合わせについて、チームの順位を１行に出力して下さい。
Sample Input
1,20
2,20
3,30
4,10
5,10
6,20
0,0
1
2
4
5
Output for the Sample Input
2
2
3
3
Note
入力例のデータにおいて、チームを正解数順に整列すると：
3,30
1,20
2,20
6,20
4,10
5,10
となります。ここでは、正解数を基に順位を決定するため、30問正解チームを1位、20問正解チームを2位、10問正解チームを3位とします（上位のチーム数を考慮し、10問正解チームを5位とする通常の順位付けとは異なることに注意して下さい）。",C,"#include <stdio.h>

int main(void)
{
	int i,j,k;
	int team[100],score[100];
	int rank[100];
	int count,number,tmp1,tmp2,info;
	
	count=0;
	//入力
	for(i=0;i<100;i++)
	{
		scanf(""%d,%d"",&team[i],&score[i]);
		if(team[i]+score[i]==0)
			break;
		count++;
	}
	
	//並び替え
	for(i=0;i<count;i++)
	{
		for(j=count-1;j>i;j--)
		{
			if(score[i]<=score[j])
			{
				tmp1=score[i];
				score[i]=score[j];
				score[j]=tmp1;
				
				tmp1=team[i];
				team[i]=team[j];
				team[j]=tmp1;
			}
		}
	}
	//順位付け
	number=1;
	rank[0]=number;
	tmp2=score[0];
	for(i=1;i<count;i++)
	{
		//printf(""%d %d\n"",score[i],tmp2);
		if(score[i]!=tmp2)
		{
			number++;
			tmp2=score[i];
		}
		rank[i]=number;
	}
	
	
	//問い合わせ
	while(scanf(""%d"",&info)!=EOF)
	{
		for(i=0;i<count;i++)
		{
			if(info==team[i])
				printf(""%d\n"",rank[i]);
			//printf(""%d,%d\n"",team[i],score[i]);
		}
	}
	return 0;
}",1
p00061,"Rank Checker
時は2020 年。パソコン甲子園 2020 の予選結果を保存したデータがあります。このデータには、各チームに振られる整理番号と正解数が保存されています。ここでは、正解数で順位を決定するものとし、正解数の多いほうから順に 1 位、2 位 ... と順位をつけていくこととします。
予選結果のデータと整理番号をキーボードから入力して、その番号のチームの順位を出力するプログラムを作成してください。
Input
入力データは２つの部分からなります。前半の部分は、予選結果のデータ、後半の部分は順位を知りたいチーム番号の問い合わせです。予選結果のデータの形式は以下の通りです。
p
1
,
s
1
p
2
,
s
2
...
...
0
,
0
p
i
(1 ≤
p
i
≤ 100 )、
s
i
(0 ≤
s
i
≤ 30) はそれぞれ
i
チーム目の整理番号と正解数を表す整数です。整理番号と正解数がともに 0 のときこのデータの入力が終わるものとします。
続いて後半の問い合わせが複数与えられます。問い合わせの形式は以下の通りです。
q
1
q
2
:
各問い合わせは１行に整理番号
q
i
(1 ≤
q
i
≤ 30) が与えられます。これを入力の最後まで処理して下さい。問い合わせの数は 100 を超えません。
Output
各問い合わせについて、チームの順位を１行に出力して下さい。
Sample Input
1,20
2,20
3,30
4,10
5,10
6,20
0,0
1
2
4
5
Output for the Sample Input
2
2
3
3
Note
入力例のデータにおいて、チームを正解数順に整列すると：
3,30
1,20
2,20
6,20
4,10
5,10
となります。ここでは、正解数を基に順位を決定するため、30問正解チームを1位、20問正解チームを2位、10問正解チームを3位とします（上位のチーム数を考慮し、10問正解チームを5位とする通常の順位付けとは異なることに注意して下さい）。",Java,"import java.util.*;

public class Main {
    public static void main(String[] args) {
        Scanner sc = new Scanner(System.in);
        
        Map<Integer, Integer> teamScores = new HashMap<>();
        
        while (true) {
            String line = sc.nextLine();
            String[] parts = line.split("","");
            int teamId = Integer.parseInt(parts[0]);
            int score = Integer.parseInt(parts[1]);
            
            if (teamId == 0 && score == 0) {
                break;
            }
            
            teamScores.put(teamId, score);
        }
        
        List<Integer> sortedScores = new ArrayList<>(teamScores.values());
        Collections.sort(sortedScores, Collections.reverseOrder());
        
        Map<Integer, Integer> scoreToRank = new HashMap<>();
        int rank = 1;
        for (int score : sortedScores) {
            if (!scoreToRank.containsKey(score)) {
                scoreToRank.put(score, rank);
                rank++;
            }
        }
        
        while (sc.hasNextLine()) {
            String line = sc.nextLine();
            if (line.isEmpty()) break;
            int queryTeam = Integer.parseInt(line.trim());
            int score = teamScores.get(queryTeam);
            int teamRank = scoreToRank.get(score);
            System.out.println(teamRank);
        }
        
        sc.close();
    }
}
",0
p00061,"Rank Checker
時は2020 年。パソコン甲子園 2020 の予選結果を保存したデータがあります。このデータには、各チームに振られる整理番号と正解数が保存されています。ここでは、正解数で順位を決定するものとし、正解数の多いほうから順に 1 位、2 位 ... と順位をつけていくこととします。
予選結果のデータと整理番号をキーボードから入力して、その番号のチームの順位を出力するプログラムを作成してください。
Input
入力データは２つの部分からなります。前半の部分は、予選結果のデータ、後半の部分は順位を知りたいチーム番号の問い合わせです。予選結果のデータの形式は以下の通りです。
p
1
,
s
1
p
2
,
s
2
...
...
0
,
0
p
i
(1 ≤
p
i
≤ 100 )、
s
i
(0 ≤
s
i
≤ 30) はそれぞれ
i
チーム目の整理番号と正解数を表す整数です。整理番号と正解数がともに 0 のときこのデータの入力が終わるものとします。
続いて後半の問い合わせが複数与えられます。問い合わせの形式は以下の通りです。
q
1
q
2
:
各問い合わせは１行に整理番号
q
i
(1 ≤
q
i
≤ 30) が与えられます。これを入力の最後まで処理して下さい。問い合わせの数は 100 を超えません。
Output
各問い合わせについて、チームの順位を１行に出力して下さい。
Sample Input
1,20
2,20
3,30
4,10
5,10
6,20
0,0
1
2
4
5
Output for the Sample Input
2
2
3
3
Note
入力例のデータにおいて、チームを正解数順に整列すると：
3,30
1,20
2,20
6,20
4,10
5,10
となります。ここでは、正解数を基に順位を決定するため、30問正解チームを1位、20問正解チームを2位、10問正解チームを3位とします（上位のチーム数を考慮し、10問正解チームを5位とする通常の順位付けとは異なることに注意して下さい）。",Java,"import java.util.Scanner;
class Main{
	public static void main(String args[]){
		Scanner sc = new Scanner(System.in);
		String point[]= new String[100];
		int rank[]= new int[30];
		int n = 0;
		int count=0;
		while(sc.hasNext()){
			String get = sc.next();
			if(get.equals(""0,0""))break;
			String str[] = get.split("","");
			point[n = Integer.parseInt(str[0])]=str[1];
			rank[n= Integer.parseInt(str[1])-1]++;
		}
		while(sc.hasNext()){
			count=1;
			n = sc.nextInt();
			for(int i = 29 ;i > Integer.parseInt(point[n]);i--){
				if(rank[i]>0)count++;
			}
			System.out.println(count);
		}
	}	
}",1
p00061,"Rank Checker
時は2020 年。パソコン甲子園 2020 の予選結果を保存したデータがあります。このデータには、各チームに振られる整理番号と正解数が保存されています。ここでは、正解数で順位を決定するものとし、正解数の多いほうから順に 1 位、2 位 ... と順位をつけていくこととします。
予選結果のデータと整理番号をキーボードから入力して、その番号のチームの順位を出力するプログラムを作成してください。
Input
入力データは２つの部分からなります。前半の部分は、予選結果のデータ、後半の部分は順位を知りたいチーム番号の問い合わせです。予選結果のデータの形式は以下の通りです。
p
1
,
s
1
p
2
,
s
2
...
...
0
,
0
p
i
(1 ≤
p
i
≤ 100 )、
s
i
(0 ≤
s
i
≤ 30) はそれぞれ
i
チーム目の整理番号と正解数を表す整数です。整理番号と正解数がともに 0 のときこのデータの入力が終わるものとします。
続いて後半の問い合わせが複数与えられます。問い合わせの形式は以下の通りです。
q
1
q
2
:
各問い合わせは１行に整理番号
q
i
(1 ≤
q
i
≤ 30) が与えられます。これを入力の最後まで処理して下さい。問い合わせの数は 100 を超えません。
Output
各問い合わせについて、チームの順位を１行に出力して下さい。
Sample Input
1,20
2,20
3,30
4,10
5,10
6,20
0,0
1
2
4
5
Output for the Sample Input
2
2
3
3
Note
入力例のデータにおいて、チームを正解数順に整列すると：
3,30
1,20
2,20
6,20
4,10
5,10
となります。ここでは、正解数を基に順位を決定するため、30問正解チームを1位、20問正解チームを2位、10問正解チームを3位とします（上位のチーム数を考慮し、10問正解チームを5位とする通常の順位付けとは異なることに注意して下さい）。",Python,"# Read team data
teams = {}
while True:
    line = input().strip()
    parts = line.split(',')
    team_id = int(parts[0])
    score = int(parts[1])
    if team_id == 0 and score == 0:
        break
    teams[team_id] = score

# Get unique scores and sort them in descending order
unique_scores = sorted(set(teams.values()), reverse=True)

# Create a mapping from score to rank
score_to_rank = {}
for i, score in enumerate(unique_scores):
    score_to_rank[score] = i + 1

# Process queries
import sys
for line in sys.stdin:
    query = int(line.strip())
    score = teams[query]
    rank = score_to_rank[score]
    print(rank)
",0
p00061,"Rank Checker
時は2020 年。パソコン甲子園 2020 の予選結果を保存したデータがあります。このデータには、各チームに振られる整理番号と正解数が保存されています。ここでは、正解数で順位を決定するものとし、正解数の多いほうから順に 1 位、2 位 ... と順位をつけていくこととします。
予選結果のデータと整理番号をキーボードから入力して、その番号のチームの順位を出力するプログラムを作成してください。
Input
入力データは２つの部分からなります。前半の部分は、予選結果のデータ、後半の部分は順位を知りたいチーム番号の問い合わせです。予選結果のデータの形式は以下の通りです。
p
1
,
s
1
p
2
,
s
2
...
...
0
,
0
p
i
(1 ≤
p
i
≤ 100 )、
s
i
(0 ≤
s
i
≤ 30) はそれぞれ
i
チーム目の整理番号と正解数を表す整数です。整理番号と正解数がともに 0 のときこのデータの入力が終わるものとします。
続いて後半の問い合わせが複数与えられます。問い合わせの形式は以下の通りです。
q
1
q
2
:
各問い合わせは１行に整理番号
q
i
(1 ≤
q
i
≤ 30) が与えられます。これを入力の最後まで処理して下さい。問い合わせの数は 100 を超えません。
Output
各問い合わせについて、チームの順位を１行に出力して下さい。
Sample Input
1,20
2,20
3,30
4,10
5,10
6,20
0,0
1
2
4
5
Output for the Sample Input
2
2
3
3
Note
入力例のデータにおいて、チームを正解数順に整列すると：
3,30
1,20
2,20
6,20
4,10
5,10
となります。ここでは、正解数を基に順位を決定するため、30問正解チームを1位、20問正解チームを2位、10問正解チームを3位とします（上位のチーム数を考慮し、10問正解チームを5位とする通常の順位付けとは異なることに注意して下さい）。",Python,"nums={}
while True:
    p,s=map(int,input().split(','))
    if(p==0 and s==0):break
    if not s in nums:
        nums[s]=[]
    nums[s].append(p)

while True:
    try:
        q=int(input())
        ans=len(nums)
        for ns in nums.items():
            if q in ns[1]:
                print(ans)
                break
            ans-=1
    except:
        break",1
